AcademicRecordID,WosUID,Title,DocumentTypeId,LanguageId,PublicationId,PubYear,PubMonth,PubDate,PubVolume,PubIssue,PublicationTypeId,PubPageCount,DatabaseEditionId,ReferenceCount,CiteCount,JournalExpectedCitations,JournalActExpCitations,ImpactFactor,AvgExpectedRate,Percentile,Nci,EsiMostCitedArticle,HotPaper,IsInternationalCollab,IsInstitutionCollab,IsIndustryCollab,OaFlag,JournalInfoId,IsReferenceArticle,QValue,IsPassive,SelfCitationCount
94329,WOS:000267249200004,Structural inverse analysis by hybrid simplex artificial bee colony algorithms,1,1,11191,2009,JUL,2009-07-01 00:00:00.000,87,13-14,5,10,1,39,168,,,,,,,,,,,,,,1,,0,0
94330,WOS:000284439300011,On three-dimensional modelling of crack growth using partition of unity methods,1,1,11191,2010,DEC,2010-12-01 00:00:00.000,88,23-24,5,21,1,148,181,,,,,,,,,,,,,,1,,0,0
94331,WOS:000284439300013,Strain smoothing in FEM and XFEM,1,1,11191,2010,DEC,2010-12-01 00:00:00.000,88,23-24,5,25,1,108,180,,,,,,,,,,,,,,1,,0,0
94332,WOS:000275561400003,Refined beam elements with arbitrary cross-section geometries,1,1,11191,2010,MAR,2010-03-01 00:00:00.000,88,5-6,5,11,1,28,145,,,,,,,,,,,,,,1,,0,0
94333,WOS:000288776600004,Optimum design of skeletal structures using imperialist competitive algorithm,1,1,11191,2010,NOV,2010-11-01 00:00:00.000,88,21-22,5,10,1,20,131,,,,,,,,,,,,,,1,,0,0
94334,WOS:000297907500019,Mixed variable structural optimization using Firefly Algorithm,1,1,11191,2011,DEC,2011-12-01 00:00:00.000,89,23-24,5,12,1,55,305,,,,,,,,,,,,,,1,,0,0
94335,WOS:000297907500002,A review of active structural control: challenges for engineering informatics,7,1,11191,2011,DEC,2011-12-01 00:00:00.000,89,23-24,5,20,1,319,107,,,,,,,,,,,,,,1,,0,0
94336,WOS:000297907500007,Prediction of principal ground-motion parameters using a hybrid method coupling artificial neural networks and simulated annealing,1,1,11191,2011,DEC,2011-12-01 00:00:00.000,89,23-24,5,19,1,59,89,,,,,,,,,,,,,,1,,0,0
94337,WOS:000297907500015,Structural reliability analysis based on random distributions with interval parameters,1,1,11191,2011,DEC,2011-12-01 00:00:00.000,89,23-24,5,11,1,44,86,,,,,,,,,,,,,,1,,0,0
94338,WOS:000310114500011,Water cycle algorithm - A novel metaheuristic optimization method for solving constrained engineering optimization problems,1,1,11191,2012,NOV,2012-11-01 00:00:00.000,110,,5,16,1,56,198,,,,,,,,,,,,,,1,,0,0
94339,WOS:000299983200007,Phantom-node method for shell models with arbitrary cracks,1,1,11191,2012,FEB,2012-02-01 00:00:00.000,92-93,,5,15,1,50,158,,,,,,,,,,,,,,1,,0,0
94340,WOS:000311595500009,A new meta-heuristic method: Ray Optimization,1,1,11191,2012,DEC,2012-12-01 00:00:00.000,112,,5,12,1,20,141,,,,,,,,,,,,,,1,,0,0
94341,WOS:000302841800001,Insight into an implicit time integration scheme for structural dynamics,1,1,11191,2012,MAY,2012-05-01 00:00:00.000,98-99,,5,6,1,14,99,,,,,,,,,,,,,,1,,0,0
94342,WOS:000312467600010,ElastoHydroDynamic lubricated cylindrical joints for rigid-flexible multibody dynamics,1,1,11191,2013,JAN,2013-01-01 00:00:00.000,114,,5,15,1,48,90,,,,,,,,,,,,,,1,,0,0
94343,WOS:000317171000016,Sizing truss structures using teaching-learning-based optimization,1,1,11191,2013,APR 1,2013-04-01 00:00:00.000,119,,5,12,1,42,80,,,,,,,,,,,,,,1,,0,0
94344,WOS:000325058300003,Component mode synthesis techniques for finite element model updating,1,1,11191,2013,SEP 15,2013-09-15 00:00:00.000,126,,5,14,1,51,74,,,,,,,,,,,,,,1,,0,0
94345,WOS:000326775500015,An explicit time integration scheme for the analysis of wave propagations,1,1,11191,2013,DEC,2013-12-01 00:00:00.000,129,,5,16,1,45,64,,,,,,,,,,,,,,1,,0,0
94346,WOS:000337555800009,Symbiotic Organisms Search: A new metaheuristic optimization algorithm,1,1,11191,2014,JUL 15,2014-07-15 00:00:00.000,139,,5,15,1,34,231,,,,,,,,,,,,,,1,,0,0
94347,WOS:000337555800002,Colliding bodies optimization: A novel meta-heuristic method,1,1,11191,2014,JUL 15,2014-07-15 00:00:00.000,139,,5,10,1,31,142,,,,,,,,,,,,,,1,,0,0
94348,WOS:000339537300010,Generalized shear deformation theory for functionally graded isotropic and sandwich plates based on isogeometric approach,1,1,11191,2014,AUG,2014-08-01 00:00:00.000,141,,5,19,1,65,79,,,,,,,,,,,,,,1,,0,0
94349,WOS:000327808400002,Democratic PSO for truss layout and size optimization with frequency constraints,1,1,11191,2014,JAN,2014-01-01 00:00:00.000,130,,5,12,1,29,77,,,,,,,,,,,,,,1,,0,0
94350,WOS:000347602300013,T-spline based XIGA for fracture analysis of orthotropic media,1,1,11191,2015,JAN 15,2015-01-15 00:00:00.000,147,,5,9,1,62,98,,,,,,,,,,,,,,1,,0,0
94351,WOS:000354579900012,Search group algorithm: A new metaheuristic method for the optimization of truss structures,1,1,11191,2015,JUN,2015-06-01 00:00:00.000,153,,5,20,1,52,51,,,,,,,,,,,,,,1,,0,0
94352,WOS:000346549900004,A hybrid chaos control approach of the performance measure functions for reliability-based design optimization,1,1,11191,2015,JAN,2015-01-01 00:00:00.000,146,,5,12,1,32,49,,,,,,,,,,,,,,1,,0,0
94353,WOS:000347602300010,Development of dynamic stiffness method for free vibration of functionally graded Timoshenko beams,1,1,11191,2015,JAN 15,2015-01-15 00:00:00.000,147,,5,10,1,28,45,,,,,,,,,,,,,,1,,0,0
94354,WOS:000375630600001,A novel metaheuristic method for solving constrained engineering optimization problems: Crow search algorithm,1,1,11191,2016,JUN,2016-06-01 00:00:00.000,169,,5,12,1,30,151,,,,,,,,,,,,,,1,,0,0
94355,WOS:000370305200006,An adaptive elitist differential evolution for optimization of truss structures with discrete design variables,1,1,11191,2016,MAR,2016-03-01 00:00:00.000,165,,5,17,1,42,43,,,,,,,,,,,,,,1,,0,0
94356,WOS:000368313500010,Free vibration analysis for plates with arbitrary boundary conditions using a novel spectral-dynamic stiffness method,1,1,11191,2016,FEB,2016-02-01 00:00:00.000,164,,5,19,1,77,32,,,,,,,,,,,,,,1,,0,0
94357,WOS:000386989300003,Buckling and vibration extended isogeometric analysis of imperfect graded Reissner-Mindlin plates with internal defects using NURBS and level sets,1,1,11191,2016,DEC,2016-12-01 00:00:00.000,177,,5,16,1,58,30,,,,,,,,,,,,,,1,,0,0
94358,WOS:000405974600014,Size-dependant behaviour of functionally graded microplates based on the modified strain gradient elasticity theory and isogeometric analysis,1,1,11191,2017,OCT 1,2017-10-01 00:00:00.000,190,,5,23,1,84,23,,,,,,,,,,,,,,1,,0,0
94359,WOS:000395599300014,A Genetic Algorithm NURBS-based new approach for fast kinematic limit analysis of masonry vaults,1,1,11191,2017,APR 1,2017-04-01 00:00:00.000,182,,5,18,1,52,19,,,,,,,,,,,,,,1,,0,0
94360,WOS:000395599300013,A novel sub-step composite implicit time integration scheme for structural dynamics,1,1,11191,2017,APR 1,2017-04-01 00:00:00.000,182,,5,11,1,14,18,,,,,,,,,,,,,,1,,0,0
94361,WOS:000395599300029,A new MITC4+shell element,1,1,11191,2017,APR 1,2017-04-01 00:00:00.000,182,,5,15,1,35,17,,,,,,,,,,,,,,1,,0,0
94362,WOS:000415777500008,An adaptive hybrid evolutionary firefly algorithm for shape and size optimization of truss structures with frequency constraints,1,1,11191,2018,JAN 15,2018-01-15 00:00:00.000,195,,5,14,1,66,14,,,,,,,,,,,,,,1,,0,0
94363,WOS:000447109600002,The narthex of the Church of the Nativity in Bethlehem: A non-linear finite element approach to predict the structural damage,1,1,11191,2018,SEP,2018-09-01 00:00:00.000,207,,5,16,1,33,11,,,,,,,,,,,,,,1,,0,0
94364,WOS:000413877500007,Adaptive sparse polynomial chaos expansions for global sensitivity analysis based on support vector regression,1,1,11191,2018,JAN 1,2018-01-01 00:00:00.000,194,,5,11,1,46,9,,,,,,,,,,,,,,1,,0,0
94365,WOS:000425075800009,Numerical simulation of 2-D weak and strong discontinuities by a novel approach based on XFEM with local mesh refinement,1,1,11191,2018,FEB,2018-02-01 00:00:00.000,196,,5,22,1,51,9,,,,,,,,,,,,,,1,,0,0
94366,WOS:000088823700002,ODP enterprise viewpoint specification,1,1,11192,2000,AUG,2000-08-01 00:00:00.000,22,3,5,25,1,25,21,,,,,,,,,,,,,,1,,0,0
94367,WOS:000088823700004,Some features of two fieldbuses of the IEC 61158 standard,1,1,11192,2000,AUG,2000-08-01 00:00:00.000,22,3,5,13,1,9,18,,,,,,,,,,,,,,1,,0,0
94368,WOS:000089476000005,Evaluation of sine wave tests of ADCs from windowed data,1,1,11192,2000,OCT,2000-10-01 00:00:00.000,22,4,5,8,1,6,9,,,,,,,,,,,,,,1,,0,0
94369,WOS:000087784100008,A new measurement method for the static test of ADCs,1,1,11192,2000,JUN,2000-06-01 00:00:00.000,22,2,5,8,1,5,8,,,,,,,,,,,,,,1,,0,0
94370,WOS:000170585400003,On the use of Ethernet at low level of factory communication systems,1,1,11192,2001,SEP,2001-09-01 00:00:00.000,23,4,5,11,1,18,45,,,,,,,,,,,,,,1,,0,0
94371,WOS:000169165300004,Emerging standards for data mining,1,1,11192,2001,JUL,2001-07-01 00:00:00.000,23,3,5,7,1,10,33,,,,,,,,,,,,,,1,,0,0
94372,WOS:000171992600005,Video segmentation using a histogram-based fuzzy c-means clustering algorithm,1,1,11192,2001,NOV,2001-11-01 00:00:00.000,23,5,5,10,1,16,19,,,,,,,,,,,,,,1,,0,0
94373,WOS:000167565500005,Assessment of virtual instruments measurement uncertainty,1,1,11192,2001,MAR,2001-03-01 00:00:00.000,23,1,5,8,1,11,16,,,,,,,,,,,,,,1,,0,0
94374,WOS:000178689500006,Performance evaluation of switched Ethernet for real-time industrial communications,1,1,11192,2002,NOV,2002-11-01 00:00:00.000,24,5,5,13,1,20,79,,,,,,,,,,,,,,1,,0,0
94375,WOS:000176870600006,A synergic analysis for Web-based enterprise resources planning systems,1,1,11192,2002,SEP,2002-09-01 00:00:00.000,24,4,5,10,1,2,49,,,,,,,,,,,,,,1,,0,0
94376,WOS:000176133400006,The application of neural networks to vibrational diagnostics for multiple fault conditions,1,1,11192,2002,JUN,2002-06-01 00:00:00.000,24,2,5,11,1,9,31,,,,,,,,,,,,,,1,,0,0
94377,WOS:000176373700002,Bluetooth technology: a strategic analysis of its role in global 3G wireless communication era,1,1,11192,2002,JUL,2002-07-01 00:00:00.000,24,3,5,14,1,32,19,,,,,,,,,,,,,,1,,0,0
94378,WOS:000182441000002,Enterprise Application Integration in the electronic commerce world,1,1,11192,2003,MAY,2003-05-01 00:00:00.000,25,2,5,14,1,31,41,,,,,,,,,,,,,,1,,0,0
94379,WOS:000182441000008,Privacy-enhancing technologies - approaches and development,1,1,11192,2003,MAY,2003-05-01 00:00:00.000,25,2,5,12,1,17,30,,,,,,,,,,,,,,1,,0,0
94380,WOS:000182441000009,A survey of permission-based distributed mutual exclusion algorithms,1,1,11192,2003,MAY,2003-05-01 00:00:00.000,25,2,5,23,1,100,26,,,,,,,,,,,,,,1,,0,0
94381,WOS:000182441000007,A new anonymous conference key distribution system based on the elliptic curve discrete logarithm problem,1,1,11192,2003,MAY,2003-05-01 00:00:00.000,25,2,5,5,1,14,22,,,,,,,,,,,,,,1,,0,0
94382,WOS:000223994000002,A flexible biometrics remote user authentication scheme,1,1,11192,2004,NOV,2004-11-01 00:00:00.000,27,1,5,5,1,9,119,,,,,,,,,,,,,,1,,0,0
94383,WOS:000220344200003,Security of Chien et al.'s remote user authentication scheme using smart cards,1,1,11192,2004,MAY,2004-05-01 00:00:00.000,26,3,5,3,1,8,103,,,,,,,,,,,,,,1,,0,0
94384,WOS:000189390800007,Four-parameter fitting of sine wave testing result: iteration and convergence,1,1,11192,2004,JAN,2004-01-01 00:00:00.000,26,1,5,6,1,13,62,,,,,,,,,,,,,,1,,0,0
94385,WOS:000223499200001,Remotely accessible laboratory for electronic measurement teaching,1,1,11192,2004,OCT,2004-10-01 00:00:00.000,26,6,5,11,1,22,59,,,,,,,,,,,,,,1,,0,0
94386,WOS:000231846800009,Sharing visual multi-secrets using circle shares,1,1,11192,2005,JUL,2005-07-01 00:00:00.000,28,1,5,13,1,7,82,,,,,,,,,,,,,,1,,0,0
94387,WOS:000228149800004,Consumer-based m-commerce: exploring consumer perception of mobile applications,1,1,11192,2005,APR,2005-04-01 00:00:00.000,27,4,5,11,1,22,70,,,,,,,,,,,,,,1,,0,0
94388,WOS:000225542400009,Improved remote authentication scheme with smart card,1,1,11192,2005,JAN,2005-01-01 00:00:00.000,27,2,5,4,1,8,66,,,,,,,,,,,,,,1,,0,0
94389,WOS:000231846800001,An AHP-based methodology to rank critical success factors of executive information systems,1,1,11192,2005,JUL,2005-07-01 00:00:00.000,28,1,5,12,1,71,66,,,,,,,,,,,,,,1,,0,0
94390,WOS:000236962800005,A semi-blind digital watermarking scheme based on singular value decomposition,1,1,11192,2006,APR,2006-04-01 00:00:00.000,28,4,5,13,1,23,77,,,,,,,,,,,,,,1,,0,0
94391,WOS:000236962800006,A hybrid particle Swann optimization algorithm for optimal task assignment in distributed systems,1,1,11192,2006,APR,2006-04-01 00:00:00.000,28,4,5,10,1,26,73,,,,,,,,,,,,,,1,,0,0
94392,WOS:000236406700011,A robust watermarking scheme using self-reference image,1,1,11192,2006,JAN,2006-01-01 00:00:00.000,28,3,5,12,1,17,59,,,,,,,,,,,,,,1,,0,0
94393,WOS:000239675400006,"Wired and wireless intrusion detection system: Classifications, good characteristics and state-of-the-art",1,1,11192,2006,SEP,2006-09-01 00:00:00.000,28,6,5,25,1,34,26,,,,,,,,,,,,,,1,,0,0
94394,WOS:000243155600014,Mutual authentication protocol for RFID conforming to EPC Class 1 Generation 2 standards,1,1,11192,2007,FEB,2007-02-01 00:00:00.000,29,2,5,6,1,14,223,,,,,,,,,,,,,,1,,0,0
94395,WOS:000243155600016,Using a multi-criteria decision making approach to evaluate mobile phone alternatives,1,1,11192,2007,FEB,2007-02-01 00:00:00.000,29,2,5,10,1,36,149,,,,,,,,,,,,,,1,,0,0
94396,WOS:000243068500009,Improving the security of 'a flexible biometrics remote user authentication scheme',1,1,11192,2007,JAN,2007-01-01 00:00:00.000,29,1,5,4,1,25,101,,,,,,,,,,,,,,1,,0,0
94397,WOS:000247526100001,Cryptanalysis and improvement on two efficient remote user authentication scheme using smart cards,1,1,11192,2007,JUL,2007-07-01 00:00:00.000,29,5,5,6,1,23,83,,,,,,,,,,,,,,1,,0,0
94398,WOS:000253025800007,Fuzzy modeling Enterprise Resource Planning tool selection,1,1,11192,2008,MAR,2008-03-01 00:00:00.000,30,3,5,11,1,57,50,,,,,,,,,,,,,,1,,0,0
94399,WOS:000251594400010,Indentity-based broadcast signcryption,1,1,11192,2008,JAN,2008-01-01 00:00:00.000,30,1-2,5,6,1,35,38,,,,,,,,,,,,,,1,,0,0
94400,WOS:000253025800012,An efficient threshold verifiable multi-secret sharing,1,1,11192,2008,MAR,2008-03-01 00:00:00.000,30,3,5,4,1,14,34,,,,,,,,,,,,,,1,,0,0
94401,WOS:000253025800008,An empirical investigation of the factors affecting the adoption of Instant Messaging in organizations,1,1,11192,2008,MAR,2008-03-01 00:00:00.000,30,3,5,9,1,37,31,,,,,,,,,,,,,,1,,0,0
94402,WOS:000261466600005,A secure dynamic ID based remote user authentication scheme for multi-server environment,1,1,11192,2009,JAN,2009-01-01 00:00:00.000,31,1,5,6,1,25,196,,,,,,,,,,,,,,1,,0,0
94403,WOS:000266057300014,An improved smart card based password authentication scheme with provable security,1,1,11192,2009,JUN,2009-06-01 00:00:00.000,31,4,5,6,1,11,185,,,,,,,,,,,,,,1,,0,0
94404,WOS:000270626700009,Improvement of the secure dynamic ID based remote user authentication scheme for multi-server environment,1,1,11192,2009,NOV,2009-11-01 00:00:00.000,31,6,5,6,1,24,165,,,,,,,,,,,,,,1,,0,0
94405,WOS:000267879600015,A new robust reference watermarking scheme based on DWT-SVD,1,1,11192,2009,SEP,2009-09-01 00:00:00.000,31,5,5,12,1,19,107,,,,,,,,,,,,,,1,,0,0
94406,WOS:000279596100011,Advanced smart card based password authentication protocol,1,1,11192,2010,OCT,2010-10-01 00:00:00.000,32,5-6,5,5,1,14,140,,,,,,,,,,,,,,1,,0,0
94407,WOS:000272863000007,Improving the robustness of DCT-based image watermarking against JPEG compression,1,1,11192,2010,JAN,2010-01-01 00:00:00.000,32,1-2,5,7,1,13,72,,,,,,,,,,,,,,1,,0,0
94408,WOS:000277954100004,Towards pre-standardization of trust and reputation models for distributed and heterogeneous systems,1,1,11192,2010,JUN,2010-06-01 00:00:00.000,32,4,5,12,1,47,69,,,,,,,,,,,,,,1,,0,0
94409,WOS:000279596100006,A hybrid public key infrastructure solution (HPKI) for HIPAA privacy/security regulations,1,1,11192,2010,OCT,2010-10-01 00:00:00.000,32,5-6,5,7,1,22,55,,,,,,,,,,,,,,1,,0,0
94410,WOS:000285537400008,"An effective image retrieval scheme using color, texture and shape features",1,1,11192,2011,JAN,2011-01-01 00:00:00.000,33,1,5,10,1,24,101,,,,,,,,,,,,,,1,,0,0
94411,WOS:000285947000006,Vehicle model recognition from frontal view image measurements,1,1,11192,2011,FEB,2011-02-01 00:00:00.000,33,2,5,10,1,19,58,,,,,,,,,,,,,,1,,0,0
94412,WOS:000286714500006,The antecedent factors on trust and commitment in supply chain relationships,1,1,11192,2011,MAR,2011-03-01 00:00:00.000,33,3,5,9,1,73,50,,,,,,,,,,,,,,1,,0,0
94413,WOS:000291715100003,Real-time Ethernet networks for motion control,1,1,11192,2011,SEP,2011-09-01 00:00:00.000,33,5,5,12,1,42,41,,,,,,,,,,,,,,1,,0,0
94414,WOS:000299147100014,BPMN: An introduction to the standard,1,1,11192,2012,JAN,2012-01-01 00:00:00.000,34,1,5,11,1,46,143,,,,,,,,,,,,,,1,,0,0
94415,WOS:000299147100006,An ontology for the harmonization of multiple standards and models,1,1,11192,2012,JAN,2012-01-01 00:00:00.000,34,1,5,12,1,53,40,,,,,,,,,,,,,,1,,0,0
94416,WOS:000299147100002,Low power hardware-based image compression solution for wireless camera sensor networks,1,1,11192,2012,JAN,2012-01-01 00:00:00.000,34,1,5,10,1,39,26,,,,,,,,,,,,,,1,,0,0
94417,WOS:000304735600004,Awareness of Green IT and its value model,1,1,11192,2012,SEP,2012-09-01 00:00:00.000,34,5,5,5,1,17,23,,,,,,,,,,,,,,1,,0,0
94418,WOS:000317029700001,"A review on application of technology systems, standards and interfaces for agriculture and food sector",7,1,11192,2013,JUN,2013-06-01 00:00:00.000,35,4,5,10,1,60,36,,,,,,,,,,,,,,1,,0,0
94419,WOS:000321993600004,Improving simulation of wireless networked control systems based on WirelessHART,1,1,11192,2013,NOV,2013-11-01 00:00:00.000,35,6,5,11,1,44,35,,,,,,,,,,,,,,1,,0,0
94420,WOS:000320837400007,"Named Entity Recognition: Fallacies, challenges and opportunities",1,1,11192,2013,SEP,2013-09-01 00:00:00.000,35,5,5,8,1,43,33,,,,,,,,,,,,,,1,,0,0
94421,WOS:000311525100005,A survey on wireless sensor network infrastructure for agriculture,1,1,11192,2013,JAN,2013-01-01 00:00:00.000,35,1,5,6,1,25,30,,,,,,,,,,,,,,1,,0,0
94422,WOS:000329683000001,A review of wireless sensors and networks' applications in agriculture,7,1,11192,2014,FEB,2014-02-01 00:00:00.000,36,2,5,8,1,45,148,,,,,,,,,,,,,,1,,0,0
94423,WOS:000329683000013,Robust smart card secured authentication scheme on SIP using Elliptic Curve Cryptography,1,1,11192,2014,FEB,2014-02-01 00:00:00.000,36,2,5,6,1,35,24,,,,,,,,,,,,,,1,,0,0
94424,WOS:000333489000008,Towards the design of secure and privacy-oriented information systems in the cloud: Identifying the major concepts,1,1,11192,2014,JUN,2014-06-01 00:00:00.000,36,4,5,17,1,48,23,,,,,,,,,,,,,,1,,0,0
94425,WOS:000333859500006,A data hiding scheme based upon DCT coefficient modification,1,1,11192,2014,SEP,2014-09-01 00:00:00.000,36,5,5,8,1,28,19,,,,,,,,,,,,,,1,,0,0
94426,WOS:000346548400008,Cloud computing: A value creation model,1,1,11192,2015,FEB,2015-02-01 00:00:00.000,38,,5,6,1,28,29,,,,,,,,,,,,,,1,,0,0
94427,WOS:000346548400013,Message-oriented middleware for smart grids,1,1,11192,2015,FEB,2015-02-01 00:00:00.000,38,,5,11,1,39,21,,,,,,,,,,,,,,1,,0,0
94428,WOS:000356207900003,On content-based recommendation and user privacy in social-tagging systems,1,1,11192,2015,SEP,2015-09-01 00:00:00.000,41,,5,11,1,35,20,,,,,,,,,,,,,,1,,0,0
94429,WOS:000346548400005,Scalable risk assessment method for cloud computing using game theory (CCRAM),1,1,11192,2015,FEB,2015-02-01 00:00:00.000,38,,5,7,1,18,18,,,,,,,,,,,,,,1,,0,0
94430,WOS:000363348100005,Developing SMASH: A set of SMArtphone's uSability Heuristics,1,1,11192,2016,JAN,2016-01-01 00:00:00.000,43,,5,13,1,44,18,,,,,,,,,,,,,,1,,0,0
94431,WOS:000363348100008,Service composition for IP smart object using realtime Web protocols: Concept and research challenges,1,1,11192,2016,JAN,2016-01-01 00:00:00.000,43,,5,12,1,63,17,,,,,,,,,,,,,,1,,0,0
94432,WOS:000363348100009,Declarative specifications for the development of multi-agent systems,1,1,11192,2016,JAN,2016-01-01 00:00:00.000,43,,5,25,1,118,16,,,,,,,,,,,,,,1,,0,0
94433,WOS:000370092400006,Integrating wireless sensor networks with statistical quality control to develop a cold chain system in food industries,1,1,11192,2016,MAR,2016-03-01 00:00:00.000,45,,5,17,1,51,16,,,,,,,,,,,,,,1,,0,0
94434,WOS:000387524200009,Agile Requirements Engineering: A systematic literature review,7,1,11192,2017,JAN,2017-01-01 00:00:00.000,49,,5,13,1,63,23,,,,,,,,,,,,,,1,,0,0
94435,WOS:000390074900011,Applying standards to systematize learning analytics in serious games,1,1,11192,2017,FEB,2017-02-01 00:00:00.000,50,,5,8,1,45,20,,,,,,,,,,,,,,1,,0,0
94436,WOS:000401887200004,"Technology pillars in the architecture of future 5G mobile networks: NFV, MEC and SDN",1,1,11192,2017,NOV,2017-11-01 00:00:00.000,54,,5,13,1,39,20,,,,,,,,,,,,,,1,,0,0
94437,WOS:000401888800006,Research on Big Data - A systematic mapping study,1,1,11192,2017,NOV,2017-11-01 00:00:00.000,54,,5,11,1,52,15,,,,,,,,,,,,,,1,,0,0
94438,WOS:000429396700001,Formal verification approaches and standards in the cloud computing: A comprehensive and systematic review,7,1,11192,2018,MAY,2018-05-01 00:00:00.000,58,,5,22,1,125,7,,,,,,,,,,,,,,1,,0,0
94439,WOS:000419417400006,Cybersecurity and privacy in standards for smart grids - A comprehensive survey,1,1,11192,2018,FEB,2018-02-01 00:00:00.000,56,,5,12,1,106,6,,,,,,,,,,,,,,1,,0,0
94440,WOS:000423639100009,"Elastic systems: Towards cyber-physical ecosystems of people, processes, and things",1,1,11192,2018,MAR,2018-03-01 00:00:00.000,57,,5,7,1,34,6,,,,,,,,,,,,,,1,,0,0
94441,WOS:000419417400008,Middleware and communication technologies for structural health monitoring of critical infrastructures: A survey,1,1,11192,2018,FEB,2018-02-01 00:00:00.000,56,,5,18,1,73,5,,,,,,,,,,,,,,1,,0,0
94442,WOS:000207787000005,Documents in Place: Demarcating Places for Collaboration in Healthcare Settings,1,1,11193,2008,APR,2008-04-01 00:00:00.000,17,2-3,5,31,1,82,23,,,,,,,,,,,,,,1,,0,0
94443,WOS:000207787300004,Triage Drift: A Workplace Study in a Pediatric Emergency Department,1,1,11193,2008,AUG,2008-08-01 00:00:00.000,17,4,5,25,1,35,19,,,,,,,,,,,,,,1,,0,0
94444,WOS:000207787300003,The CACHE Study: Group Effects in Computer-supported Collaborative Analysis,1,1,11193,2008,AUG,2008-08-01 00:00:00.000,17,4,5,41,1,60,18,,,,,,,,,,,,,,1,,0,0
94445,WOS:000207787300002,Physical and Digital Artifact-Mediated Coordination in Building Design,1,1,11193,2008,AUG,2008-08-01 00:00:00.000,17,4,5,41,1,79,18,,,,,,,,,,,,,,1,,0,0
94446,WOS:000276849600006,Testing in the Wild: The Social and Organisational Dimensions of Real World Practice,1,1,11193,2009,DEC,2009-12-01 00:00:00.000,18,5-6,5,22,1,55,35,,,,,,,,,,,,,,1,,0,0
94447,WOS:000276849500003,Achieving Diagnosis by Consensus,1,1,11193,2009,AUG,2009-08-01 00:00:00.000,18,4,5,36,1,61,32,,,,,,,,,,,,,,1,,0,0
94448,WOS:000276849500001,Leveraging Coordinative Conventions to Promote Collaboration Awareness The case of Clinical Records,1,1,11193,2009,AUG,2009-08-01 00:00:00.000,18,4,5,30,1,58,21,,,,,,,,,,,,,,1,,0,0
94449,WOS:000276849600008,Integration and Generification-Agile Software Development in the Healthcare Market,1,1,11193,2009,DEC,2009-12-01 00:00:00.000,18,5-6,5,28,1,41,18,,,,,,,,,,,,,,1,,0,0
94450,WOS:000282318300007,Infrastructure Time: Long-term Matters in Collaborative Development,1,1,11193,2010,AUG,2010-08-01 00:00:00.000,19,3-4,5,39,1,128,80,,,,,,,,,,,,,,1,,0,0
94451,WOS:000285102700002,e-Infrastructures: How Do We Know and Understand Them? Strategic Ethnography and the Biography of Artefacts,1,1,11193,2010,DEC,2010-12-01 00:00:00.000,19,6,5,36,1,113,47,,,,,,,,,,,,,,1,,0,0
94452,WOS:000282318300006,Reusing Scientific Data: How Earthquake Engineering Researchers Assess the Reusability of Colleagues' Data,1,1,11193,2010,AUG,2010-08-01 00:00:00.000,19,3-4,5,21,1,32,44,,,,,,,,,,,,,,1,,0,0
94453,WOS:000282318300001,Sociotechnical Studies of Cyberinfrastructure and e-Research: Current Themes and Future Trajectories,1,1,11193,2010,AUG,2010-08-01 00:00:00.000,19,3-4,5,14,1,48,37,,,,,,,,,,,,,,1,,0,0
94454,WOS:000287244300001,Bloggers and Readers Blogging Together: Collaborative Co-creation of Political Blogs,1,1,11193,2011,APR,2011-04-01 00:00:00.000,20,1-2,5,36,1,49,28,,,,,,,,,,,,,,1,,0,0
94455,WOS:000287244300004,Artefactual Multiplicity: A Study of Emergency-Department Whiteboards,1,1,11193,2011,APR,2011-04-01 00:00:00.000,20,1-2,5,29,1,41,17,,,,,,,,,,,,,,1,,0,0
94456,WOS:000296511000005,The Concept of 'Work' in CSCW,1,1,11193,2011,OCT,2011-10-01 00:00:00.000,20,4-5,5,61,1,103,16,,,,,,,,,,,,,,1,,0,0
94457,WOS:000296511000006,Supporting the Collaborative Appropriation of an Open Software Ecosystem,1,1,11193,2011,OCT,2011-10-01 00:00:00.000,20,4-5,5,46,1,107,15,,,,,,,,,,,,,,1,,0,0
94458,WOS:000301786300007,Exploring Appropriation of Enterprise Wikis: A Multiple-Case Study,1,1,11193,2012,JUN,2012-06-01 00:00:00.000,21,2-3,5,40,1,86,32,,,,,,,,,,,,,,1,,0,0
94459,WOS:000305681800005,Enabling Large-Scale Deliberation Using Attention-Mediation Metrics,1,1,11193,2012,OCT,2012-10-01 00:00:00.000,21,4-5,5,25,1,65,29,,,,,,,,,,,,,,1,,0,0
94460,WOS:000310587600002,Who's Got the Data? Interdependencies in Science and Technology Collaborations,1,1,11193,2012,DEC,2012-12-01 00:00:00.000,21,6,5,39,1,69,27,,,,,,,,,,,,,,1,,0,0
94461,WOS:000301786300004,Affording Mechanisms: An Integrated View of Coordination and Knowledge Management,1,1,11193,2012,JUN,2012-06-01 00:00:00.000,21,2-3,5,34,1,96,15,,,,,,,,,,,,,,1,,0,0
