AcademicKeywordPlusID,Name
127687,AUTOMATIC SPEECH RECOGNITION
127688,ERROR RESOLUTION
127689,SENSOR FUSION
127690,SYNCHRONOUS DATA FLOW
127691,POLYMORPHISM
127692,EVENTS
127693,PROCESS IMPROVEMENT
127694,ORGANIZATIONAL MEMORY
127695,MINUS 2
127696,PRODUCTIVITY
127697,PLUS
127698,STATEMENTS
127699,SLICES
127700,WHOLE-GENOME SHOTGUN
127701,POLYMERASE CHAIN-REACTION
127702,DNA-SEQUENCE
127703,MATHEMATICAL-ANALYSIS
127704,RANDOM CLONES
127705,SNP MAP
127706,DRAFT
127707,ACCESS-CONTROL MODELS
127708,MAXIMUM-LIKELIHOOD APPROACH
127709,PHYLOGENETIC TREES
127710,EVOLUTIONARY TREES
127711,SUBSTITUTION RATES
127712,DISTANCE MATRICES
127713,DNA-SEQUENCES
127714,SOFTWARE-RELIABILITY
127715,FAILURE DATA
127716,WORKLOAD
127717,MOBILE COMPUTING ENVIRONMENT
127718,SCHOLARLY COMMUNICATION
127719,ARTICLES
127720,LESSONS
127721,ATOMIC-FORCE MICROSCOPY
127722,COPOLYMER THIN-FILMS
127723,FOCUSED ION-BEAM
127724,ORGANOPHOSPHATE NERVE AGENTS
127725,SEGREGATED AMORPHOUS PHASES
127726,SELF-ASSEMBLED MONOLAYERS
127727,DIP-PEN NANOLITHOGRAPHY
127728,3 BLOCK COPOLYMER
127729,NANOIMPRINT LITHOGRAPHY
127730,COMPUTERS
127731,PERCEPTIONS
127732,BENCHMARKS
127733,ASSISTED LAPAROSCOPIC SURGERY
127734,SPATIAL MOTION CONSTRAINTS
127735,MINIMALLY INVASIVE SURGERY
127736,CLINICAL-APPLICATIONS
127737,SURGICAL ROBOTICS
127738,ARTHROPLASTY
127739,MICROSURGERY
127740,AUGMENTATION
127741,DEVELOPMENT COST ESTIMATION
127742,ESTIMATION MODELS
127743,MYSPACE
127744,FACEBOOK
127745,PLACE
127746,RISKY
127747,MUSIC INFORMATION-RETRIEVAL
127748,ROBUST SPEECH RECOGNITION
127749,SPEAKER IDENTIFICATION
127750,FEATURE-EXTRACTION
127751,PITCH PERCEPTION
127752,ZERO-CROSSINGS
127753,REAL-WORLD
127754,XP
127755,STEGANALYSIS
127756,STOCHASTIC PETRI NETS
127757,STIFF MARKOV-CHAINS
127758,PERFORMABILITY ANALYSIS
127759,DEPENDABILITY ANALYSIS
127760,COMPOSITE PERFORMANCE
127761,SYMBOLIC EXECUTION
127762,PEX
127763,BOX
127764,REGULAR SETS
127765,STATIC CHECKING
127766,USER-SESSION DATA
127767,FAULT-DETECTION EFFECTIVENESS
127768,RUNTIME VERIFICATION
127769,EMBEDDED SOFTWARE
127770,TEST SUITES
127771,TOOLSET
127772,SLICE
127773,ROBUST ORDINAL REGRESSION
127774,HYPERVOLUME
127775,KNEE
127776,LARGE ORGANIZATION
127777,RISK ANALYSIS
127778,FIND BUGS
127779,VULNERABILITIES
127780,TEST-CASE GENERATION
127781,SEQUENCE DIAGRAMS
127782,UML
127783,AUTOMATION
127784,CHECKERS
127785,EDUCATIONAL-SYSTEM
127786,MAXIMUM-ENTROPY APPROACH
127787,PROBABILISTIC FUNCTIONS
127788,TEST-CASE PRIORITIZATION
127789,SOFTWARE TEST DATA
127790,SEARCH ALGORITHMS
127791,OCL CONSTRAINTS
127792,CLINICAL-TRIAL DATA
127793,QUEUING SYSTEM
127794,HELMHOLTZ-EQUATION
127795,ELEMENTS
127796,STRUCTURAL DESIGN
127797,COLUMNS
127798,LAMINATED COMPOSITES
127799,OPTIMAL-DESIGN
127800,PULVERIZED FUEL ASH
127801,STRENGTH DEVELOPMENT
127802,PFA
127803,SOFTWARE-PERFORMANCE
127804,HOMOGENIZATION METHOD
127805,SENSITIVITY-ANALYSIS
127806,SHAPE OPTIMIZATION
127807,DERIVATIVES
127808,DRIVEN CAVITY FLOW
127809,EXTRUDATE-SWELL
127810,ELEMENT-METHOD
127811,STRUCTURE IDENTIFICATION
127812,INFERENCE SYSTEM
127813,TRUSSES
127814,BACKPROPAGATION
127815,RAINFALL
127816,CONTROLLER
127817,STRESS-DISTRIBUTION
127818,OSSEOINTEGRATED IMPLANTS
127819,RESTORATIVE MATERIALS
127820,BONE
127821,PROSTHESES
127822,LENGTH
127823,ARTIFICIAL-INTELLIGENCE
127824,EXPERT-SYSTEM
127825,HONG-KONG
127826,GIS
127827,HARBOR
127828,LOCAL SCOUR
127829,ABUTMENT SCOUR
127830,BUILDING PRODUCT MODEL
127831,RESPONSE-SURFACE METHODOLOGY
127832,ARTIFICIAL NEURAL NETWORKS
127833,STAINLESS-STEEL
127834,PROCESS PARAMETERS
127835,BEAD GEOMETRY
127836,MULTIPLE-REGRESSION
127837,PROCESS VARIABLES
127838,CRUCIFORM JOINTS
127839,BUTT-JOINT
127840,BIAXIAL COLUMNS
127841,FLEXURAL DESIGN
127842,OPTIMUM DESIGN
127843,BEAMS
127844,FAULT-DETECTION
127845,MECHANICAL-PROPERTIES
127846,MINERAL ADMIXTURES
127847,SILICA FUME
127848,CURING CONDITIONS
127849,MORTARS
127850,RESISTANCE
127851,REPLACEMENT
127852,DURABILITY
127853,METAKAOLIN
127854,MULTILAYER FEEDFORWARD NETWORKS
127855,FLY-ASH
127856,SULFATE RESISTANCE
127857,CEMENT
127858,MANIPULATORS
127859,SMOOTH
127860,FREE-VIBRATION ANALYSES
127861,VARYING INPLANE STRESSES
127862,DIFFERENTIAL QUADRATURE
127863,INTERNAL SUPPORTS
127864,CONICAL SHELLS
127865,DSC ANALYSIS
127866,RITZ METHOD
127867,WAVELETS
127868,EVOLUTIONARY ALGORITHMS
127869,METAHEURISTICS
127870,FINITE-ELEMENTS
127871,B-SPLINES
127872,NURBS
127873,MARKET
127874,FEEDFORWARD NETWORKS
127875,ANN
127876,PRECIPITATION
127877,VARIABLES
127878,EUROPEARL
127879,ARTIFICIAL NEURAL-NETWORKS
127880,CONCRETE
127881,RATIO
127882,CHARACTERISTICS-BASED SCHEMES
127883,ARTIFICIAL COMPRESSIBILITY
127884,HOMOGENIZATION PROBLEMS
127885,MULTISCALE PROBLEMS
127886,MULTISPECIES FLOWS
127887,VARIABLE-DENSITY
127888,PATCH DYNAMICS
127889,POLYMER MELTS
127890,FLUID
127891,HARMONY SEARCH
127892,PARTICLE SWARM
127893,ANT COLONY
127894,TRUSS STRUCTURES
127895,SEQUENCING PROBLEM
127896,HEURISTIC ALGORITHM
127897,MAKESPAN CRITERION
127898,HARMONY SEARCH ALGORITHM
127899,SHREDDING GENETIC ALGORITHM
127900,META-HEURISTIC ALGORITHM
127901,FROG-LEAPING ALGORITHM
127902,TRUSS-STRUCTURES
127903,STEEL FRAMES
127904,ENGINEERING OPTIMIZATION
127905,SLOW LIGHT
127906,META-HEURISTIC METHOD
127907,BANG-BIG-CRUNCH
127908,COLONY
127909,ENGINEERING DESIGN OPTIMIZATION
127910,HARMONY SEARCH ALGORITHMS
127911,COLLIDING BODIES OPTIMIZATION
127912,SIZE OPTIMIZATION
127913,RAY OPTIMIZATION
127914,INTEGER
127915,QUASI-CONTINUUM METHOD
127916,MOLECULAR-DYNAMICS
127917,LENGTH SCALES
127918,FRACTURE
127919,SOLIDS
127920,WALLED PRISMATIC COLUMNS
127921,BENDING COLLAPSE
127922,ALUMINUM-FOAM
127923,ENERGY-ABSORPTION
127924,TUBES
127925,FORCE METHOD
127926,MINE BLAST ALGORITHM
127927,STOCHASTIC PREDICTIONS
127928,POLYMERIC NANOCOMPOSITES
127929,CORRELATED PARAMETERS
127930,LEVEL-SET METHOD
127931,MINIMUM LENGTH SCALE
127932,PARAMETRIC STRUCTURAL OPTIMIZATION
127933,RADIAL BASIS FUNCTIONS
127934,INTEGRATED TOPOLOGY
127935,BOUNDARY REPRESENTATION
127936,X-FEM
127937,MATTER
127938,STATES
127939,KRILL HERD
127940,SURFACE
127941,EXPLORATION/EXPLOITATION
127942,ENGINEERING DESIGN-PROBLEMS
127943,CONSTRAINED OPTIMIZATION
127944,DISCRETE VARIABLES
127945,ADAPTIVE REGRESSION SPLINES
127946,SUPPORT VECTOR MACHINE
127947,PAN EVAPORATION
127948,CELLULAR CONCRETE
127949,EASTERN AUSTRALIA
127950,AERATED CONCRETE
127951,SOLAR-RADIATION
127952,DROUGHT INDEX
127953,ROBOT MANIPULATORS
127954,HYDRAULIC MANIPULATORS
127955,ROBUST-CONTROL
127956,TRAJECTORY TRACKING CONTROL
127957,TIME-DELAY CONTROL
127958,ROBOTIC MANIPULATORS
127959,BOUNDARY-LAYER
127960,UNITED-STATES
127961,FORECAST
127962,CLIMATES
127963,CODES
127964,FARADAY CHIRAL MEDIA
127965,PARTICULATE COMPOSITE
127966,WDM
127967,PERFECT LENS
127968,REFRACTIVE-INDEX
127969,PERMEABILITY
127970,PERMITTIVITY
127971,CURRENT CONVEYORS
127972,BANDPASS FILTER
127973,UNIVERSAL FILTER
127974,REDUCED NUMBER
127975,SINGLE-INPUT
127976,CCIIS
127977,DISK
127978,R-L
127979,AMPLIFIER
127980,SERIES
127981,WEIGHTED MEDIAN FILTERS
127982,CURRENT-FEEDBACK AMPLIFIERS
127983,CURRENT-MODE
127984,PASSIVE ELEMENTS
127985,CURRENT CONVEYOR
127986,TARGETS
127987,CODED IMAGES
127988,PATTERN SYNTHESIS
127989,CONTINUOUS-TIME FILTERS
127990,PHOTONIC BANDGAP STRUCTURE
127991,PATCH ANTENNAS
127992,POWER-AMPLIFIER
127993,CAPACITORS
127994,CDBAS
127995,MODE MULTIFUNCTION FILTERS
127996,TRANSLINEAR CONVEYORS
127997,CRYPTOGRAPHIC APPLICATIONS
127998,DIGITAL IMAGE
127999,STEGANOGRAPHIC METHOD
128000,COLOR IMAGES
128001,TIME-FREQUENCY
128002,DIFFERENCING TRANSCONDUCTANCE AMPLIFIERS
128003,KERNEL DENSITY-ESTIMATION
128004,MARKOV RANDOM-FIELDS
128005,2ND-GENERATION CURRENT CONVEYOR
128006,TRANSCONDUCTOR
128007,MULTIFUNCTION FILTER
128008,DIFFERENCE EXPANSION
128009,COMPANDING TECHNIQUE
128010,IMAGE WATERMARKING
128011,DFT DOMAIN
128012,LINE COMMUNICATION-NETWORKS
128013,RELAY NETWORKS
128014,CHANNELS
128015,CELLULAR-AUTOMATA SUBSTITUTION
128016,SECURITY SYSTEM
128017,DOMAINS
128018,MAPS
128019,SINGLE FTFN
128020,CDTA
128021,AMPLIFIERS
128022,PROTECTING RIGHTFUL OWNERSHIP
128023,DIGITAL WATERMARKING
128024,H.264/AVC
128025,WATERMARKING
128026,COPYRIGHT PROTECTION
128027,RIDGELET DOMAIN
128028,TRANSFORM
128029,ELECTROMAGNETICS
128030,IMPEDANCES
128031,NORMALIZED LMS ALGORITHM
128032,VERY-LOW FREQUENCY
128033,SUPERCAPACITORS
128034,FED SLOT ANTENNA
128035,RADIATION-PATTERN
128036,MONOPOLE ANTENNA
128037,RING RESONATORS
128038,GENERATORS
128039,NO EQUILIBRIA
128040,TOPOLOGICAL HORSESHOE
128041,PERIODIC-SOLUTIONS
128042,HIDDEN ATTRACTOR
128043,CHEN SYSTEM
128044,OSCILLATORS
128045,EXISTENCE
128046,BIFURCATION
128047,CONSTANT PHASE ELEMENT
128048,DIFFERENTIATOR
128049,REALIZATIONS
128050,CLUSTERS
128051,SLOT ANTENNA
128052,COMPACT
128053,RADAR
128054,POLARIZATION
128055,WIGNER DISTRIBUTION
128056,SIGNAL ANALYSIS
128057,INSTANTANEOUS FREQUENCY
128058,NOISY SIGNALS
128059,WINDOW
128060,WAVE PROPAGATION
128061,SPREAD-SPECTRUM
128062,DS-CDMA
128063,SYNTHETIC-APERTURE RADAR
128064,COMPOSITE SURFACE MODEL
128065,SEA-SURFACE
128066,SPECTRA
128067,INVERSION
128068,TIME BLOCK-CODES
128069,FADING CHANNELS
128070,EQUALIZATION
128071,RADAR SIGNATURES
128072,SURFACE-FILMS
128073,OIL
128074,BACKSCATTER
128075,WAVES
128076,BAND
128077,WIGNER-VILLE DISTRIBUTION
128078,FAST HARTLEY TRANSFORM
128079,HIGHER-ORDER SPECTRA
128080,DIFFERENCE
128081,MULTICHANNEL TRAFFIC STREAMS
128082,CONTRAST ENHANCEMENT
128083,IMAGE COMPRESSION
128084,MASSES
128085,SPACE PROPAGATION PATHS
128086,CONGESTION CONTROL
128087,ADMISSION CONTROL
128088,PHOTONIC-BANDGAP
128089,PATCH-ANTENNA
128090,REFLECTORS
128091,SUBSTRATE
128092,DIPOLE
128093,SPEED ESTIMATION
128094,MOBILE SPEED
128095,SIDE INFORMATION
128096,SYNCHRONIZATION ERRORS
128097,WEB IMPACT FACTORS
128098,NETWORK ANALYSIS
128099,LINK STRUCTURE
128100,DETERMINANTS
128101,POSITION
128102,COMPLEX RANDOM VECTORS
128103,SPACE-TIME CODES
128104,TRANSMIT
128105,CDMA
128106,GUEST EDITORS INTRODUCTION
128107,MOLECULAR ELECTRONICS
128108,MOORES LAW
128109,NANOSCALE
128110,AUTOMATIC EXTRACTION
128111,FACE-RECOGNITION
128112,SIGNATURE VERIFICATION
128113,FINGERPRINTS
128114,SCORE NORMALIZATION
128115,COMPETITION
128116,OPTICAL INTERNET
128117,TELEPHONE BASE STATIONS
128118,DOWNLINK
128119,OFDM SIGNALS
128120,COMPANDING TRANSFORM
128121,PAR REDUCTION
128122,PEAK
128123,BLOCKING
128124,SIGNATURE SCHEME
128125,DISTRIBUTION-SYSTEM
128126,SECURE
128127,CRYPTOSYSTEM
128128,IDENTITY-BASED SIGNATURE
128129,INPUT
128130,OPENFLOW
128131,EXCHANGE
128132,CRYPTANALYSIS
128133,ENCRYPTION
128134,ATM NETWORKS
128135,VIEWING STEREOSCOPIC IMAGES
128136,PANUMS FUSIONAL AREA
128137,ACCOMMODATIVE RESPONSES
128138,3-D DISPLAY
128139,SPATIOTEMPORAL PROPERTIES
128140,VERGENCE ADAPTATION
128141,FIXATION-DISPARITY
128142,SPATIAL-FREQUENCY
128143,BINOCULAR-RIVALRY
128144,INFORMATION-SYSTEMS SUCCESS
128145,MOBILE INTERNET
128146,INTENTION
128147,EXTENSION
128148,SATISFACTION
128149,CONTINUANCE
128150,SHARED RESOURCE ENVIRONMENT
128151,CALL BLOCKING PROBABILITIES
128152,LEVEL PERFORMANCE ANALYSIS
128153,BALANCED FAIRNESS
128154,FINITE POPULATION
128155,SERVICE-CLASSES
128156,TREE NETWORKS
128157,SPLIT-RING RESONATORS
128158,RFID APPLICATIONS
128159,DELAY-LINES
128160,DOUBLE-COMPRESSION
128161,COVERT VOICE
128162,KEY EXCHANGE PROTOCOL
128163,KEYWORD SEARCH
128164,MALICIOUS PARTICIPANTS
128165,BATCH VERIFICATIONS
128166,USER AUTHENTICATION
128167,INSIDER ATTACKS
128168,SIGNATURE
128169,PERVASIVE COMPUTING ENVIRONMENTS
128170,AMBIENT INTELLIGENCE
128171,PROVIDERS
128172,PSEUDO LIKELIHOOD ESTIMATION
128173,CHECKING APPROACH
128174,TIMED AUTOMATA
128175,ASSOCIATION RULES
128176,STOCHASTIC HYBRID SYSTEMS
128177,NETWORK VIRTUALIZATION
128178,COOPERATIVE NETWORKS
128179,WIRELESS INFORMATION
128180,OUTAGE PROBABILITY
128181,OPTIMAL THROUGHPUT
128182,PUBLIC-KEY ENCRYPTION
128183,ATTRIBUTE-BASED ENCRYPTION
128184,GUESSING ATTACKS
128185,SUBSET
128186,VIRTUALIZATION
128187,2ND-ORDER STATISTICS
128188,ENERGY-EFFICIENCY
128189,HEALTH RECORDS
128190,MEDICAL-RECORDS
128191,CARE
128192,COPY
128193,SINGLE-SOURCE APPROACH
128194,COMMON DATA MODEL
128195,METADATA
128196,PHYSICIAN ORDER ENTRY
128197,COMPUTERIZED SURVEILLANCE
128198,MEDICATION SAFETY
128199,ALERTS
128200,PREVENTABILITY
128201,INTERVENTION
128202,PREVENTION
128203,DRUG-THERAPY
128204,ADHERENCE
128205,COMMUNITY
128206,DISEASE
128207,UNINTENDED CONSEQUENCES
128208,MEDICATION
128209,INFORMATION-TECHNOLOGY
128210,PRIMARY-CARE
128211,DERMATOLOGY
128212,OPEN ACCESS
128213,CLINICAL DECISION-SUPPORT
128214,EMERGENCY-DEPARTMENT
128215,PHYSICIANS
128216,GAPS
128217,RANDOMIZED CONTROLLED-TRIALS
128218,ELIGIBILITY CRITERIA
128219,RHEUMATOID-ARTHRITIS
128220,PROVIDER ORDER ENTRY
128221,CARE CENTER
128222,RANDOMIZED CONTROLLED-TRIAL
128223,ELECTRONIC HEALTH RECORD
128224,CONGESTIVE-HEART-FAILURE
128225,COLLABORATIVE CARE
128226,PHYSICIAN SATISFACTION
128227,EMPOWERING PATIENTS
128228,DIABETES-MELLITUS
128229,LONG-TERM-CARE
128230,FACILITIES
128231,RECORD
128232,CLINICAL DOCUMENTATION
128233,DISEASE MANAGEMENT
128234,DECISION-SUPPORT
128235,USABILITY
128236,ENTRY
128237,CHILD HEALTH IMPROVEMENT
128238,DECISION-SUPPORT-SYSTEM
128239,CHICA SYSTEM
128240,COMPUTER AUTOMATION
128241,PATIENT-CARE
128242,HEALTH INFORMATION-TECHNOLOGY
128243,PATIENT-SAFETY GOALS
128244,RECORDS
128245,KAISER PERMANENTE
128246,MEANINGFUL USE
128247,HEALTH RECORD
128248,ATTITUDES
128249,ELECTRONIC MEDICAL-RECORDS
128250,ANXIETY
128251,DISCLOSURE
128252,WANT
128253,HOSPITALIZATION
128254,LIBRARY-OF-MEDICINE
128255,PHARMACY INFORMATICS
128256,NURSING INFORMATICS
128257,PERIODONTAL-DISEASE
128258,RECORD SYSTEMS
128259,DENTAL SCHOOL
128260,PROGRESS NOTES
128261,CLONED NOTES
128262,ASSOCIATION
128263,RESIDENTS
128264,JOB BURNOUT
128265,PROFESSIONAL SATISFACTION
128266,BURDEN
128267,ALERT FATIGUE
128268,GUIDELINE
128269,BODY-MASS INDEX
128270,OVERWEIGHT
128271,GUIDELINES
128272,CHILDREN
128273,COGNITIVE EVALUATION
128274,PATIENT ENGAGEMENT
128275,DOCTORS
128276,LABORATORY STANDARDS INSTITUTE
128277,ANTIMICROBIAL STEWARDSHIP
128278,CUMULATIVE ANTIBIOGRAMS
128279,INFECTIONS
128280,BACTERIA
128281,STAY
128282,UNIT
128283,INFORMATION-MANAGEMENT
128284,DIGITAL DIVIDE
128285,CARE RECORD
128286,DISPARITIES
128287,BOUNDARIES
128288,FIAT
128289,GENE ONTOLOGY
128290,BIO-ONTOLOGIES
128291,INFORMATICS
128292,ELECTRONIC HEALTH RECORDS
128293,REFERENT TRACKING
128294,DESIDERATA
128295,TECHNICAL ARTIFACTS
128296,FUNCTIONAL-ANALYSIS
128297,GEOGRAPHIC OBJECTS
128298,UNIFICATION
128299,BASE-PAIRS
128300,ISOSTERICITY MATRICES
128301,ALIGNMENT ONTOLOGY
128302,NUCLEIC-ACID
128303,NOMENCLATURE
128304,ANNOTATIONS
128305,SNOMED CT
128306,EPSILON-CONNECTIONS
128307,STEP
128308,FORMAL ONTOLOGY
128309,KINDS
128310,DESIGN PATTERNS
128311,DISPOSITIONS
128312,MODAL-THEORY
128313,TELEOSEMANTICS
128314,CORE ONTOLOGY
128315,PAIRWISE COMPARISONS
128316,DERIVING PRIORITIES
128317,DECISION-ANALYSIS
128318,NEGOTIATIONS
128319,RATE ADAPTATION
128320,MEMBERSHIP FUNCTIONS
128321,ATTRIBUTES
128322,INDUCTION
128323,GROUP CONTROL-SYSTEM
128324,RADIATION-THERAPY
128325,PARAMETERS
128326,DUE-DATE ASSIGNMENT
128327,SELF-ORGANIZING MAPS
128328,RIVER
128329,PHONOCARDIOGRAM
128330,1ST
128331,RESERVOIR FLOOD-CONTROL
128332,TOPSIS
128333,MULTIMINIMA FUNCTIONS
128334,SIMPLEX SEARCH
128335,MINIMA
128336,GA
128337,VALUED NEGATIVE SELECTION
128338,ARTIFICIAL IMMUNE-SYSTEMS
128339,JOB-SHOP SCHEDULES
128340,DANGER THEORY
128341,IMMUNOLOGY
128342,ABC ALGORITHM
128343,DISTANCE METHOD
128344,ROBOT SELECTION
128345,VAGUE SET-THEORY
128346,OWA OPERATOR
128347,PREFERENCE RELATIONS
128348,MINIMAX DISPARITY
128349,MULTIPERSON
128350,NEGATIVE SELECTION ALGORITHM
128351,GENETIC PROGRAMMING APPROACH
128352,NETWORK ANOMALY DETECTION
128353,DENDRITIC CELL ALGORITHM
128354,COMPUTER-NETWORKS
128355,LEARNING ALGORITHM
128356,MULTIVARIATE DATA
128357,CONTROLLERS
128358,IMPROVED GENETIC ALGORITHM
128359,POWER-SYSTEM
128360,GENERATOR CONSTRAINTS
128361,FLOW CONSTRAINTS
128362,WAVELET MUTATION
128363,LINE FLOW
128364,AUTONOMOUS MOBILE ROBOTS
128365,LOGIC CONTROLLERS
128366,PLANTS
128367,UNIAXIAL COMPRESSIVE STRENGTH
128368,FUZZY MODEL
128369,NEURO-FUZZY
128370,MODULUS
128371,COLONY ALGORITHM
128372,BACTERIAL FORAGING ALGORITHM
128373,TSALLIS ENTROPY
128374,GROUP DECISION-MAKING
128375,FUZZY PREFERENCE RELATIONS
128376,WIKIPEDIA
128377,GOVERNANCE
128378,DEMOCRACY
128379,PRODUCT DEVELOPMENT
128380,CHAIN MANAGEMENT
128381,INTUITIONISTIC FUZZY-SETS
128382,CORRELATION-COEFFICIENT
128383,ELECTRE METHODS
128384,VAGUE SETS
128385,OPERATORS
128386,ALTERNATIVES
128387,PSO
128388,RECIPROCAL PREFERENCE RELATIONS
128389,WEIGHTED AVERAGING OPERATORS
128390,TYPE-2 FUZZY-SETS
128391,OWA OPERATORS
128392,SUPPORT-SYSTEM
128393,FUTURE-TRENDS
128394,LINMAP
128395,CHAOTIC MAPS
128396,SIMILARITY MEASURES
128397,INTUITIONISTIC FUZZY
128398,PROSPECT-THEORY
128399,MCDM METHOD
128400,AGGREGATION OPERATORS
128401,UNSUPERVISED FEATURE-SELECTION
128402,PARAMETER DETERMINATION
128403,MUTUAL INFORMATION
128404,ROUGH SETS
128405,FUZZY H-IDEALS
128406,SEMIRINGS
128407,LATTICES
128408,EXTENSIONS
128409,ANALYTIC HIERARCHY PROCESS
128410,LINGUISTIC TERM SETS
128411,REPRESENTATION STRUCTURES
128412,CONSISTENCY MEASURES
128413,RESOURCE MANAGEMENT
128414,REACHING PROCESS
128415,REASONING APPROACH
128416,RISK-EVALUATION
128417,CRITICALITY ANALYSIS
128418,D NUMBERS
128419,ONLINE CONSUMER REVIEWS
128420,NUMERICAL SCALE
128421,FAILURE MODE
128422,MULTIOBJECTIVE EVOLUTIONARY ALGORITHMS
128423,ADAPTIVE DIFFERENTIAL EVOLUTION
128424,UNSUPERVISED CHANGE DETECTION
128425,HYPERSPECTRAL BAND SELECTION
128426,SATELLITE IMAGES
128427,PIXEL CLASSIFICATION
128428,SWARM OPTIMIZATION
128429,MUTUAL-INFORMATION
128430,INTELLIGENT AGENTS
128431,SYSTEMS SEMANTICS
128432,NEGOTIATION
128433,MOBILE ROBOT NAVIGATION
128434,MAP
128435,INFORMATION EXTRACTION
128436,PLANNERS
128437,TOUR-GUIDE ROBOT
128438,MARKOV LOCALIZATION
128439,GUIDANCE
128440,GRIDS
128441,STRUCTURED TEXT
128442,INCONSISTENT
128443,GENERAL LOGIC PROGRAMS
128444,CIRCUMSCRIPTION
128445,CONFIGURATION
128446,PROBABILISTIC NETWORKS
128447,FEATURE SUBSET-SELECTION
128448,NEURONAL POPULATION
128449,UNINORM AGGREGATION OPERATORS
128450,FEATURE-INTEGRATION
128451,FOCAL ATTENTION
128452,CORTEX
128453,INCOMPLETE INFORMATION
128454,BARGAINING MODEL
128455,TIME PREFERENCE
128456,DYNAMIC ALGORITHMS
128457,SOCIAL INTERACTION
128458,COLLAGEN
128459,DEMPSTER-SHAFER THEORY
128460,SPECIFICITY
128461,ACCEPTABILITY
128462,EMERGENT
128463,BOUNDED MODEL CHECKING
128464,PRACTICAL ARGUMENT
128465,DIALOGUE
128466,DEFEASIBLE LOGIC
128467,ONLINE ALGORITHMS
128468,RULE
128469,INTEGRATING ONTOLOGIES
128470,OWL-DL
128471,FORMALISMS
128472,IPC-4
128473,PART
128474,ORDERED INFORMATION-SYSTEMS
128475,KNOWLEDGE REDUCTION
128476,DECISION TABLES
128477,GRANULATION
128478,DIMENSIONALITY
128479,DISCRETIZATION
128480,CONTINUOUS SPEECH RECOGNITION
128481,PROTEIN SECONDARY STRUCTURE
128482,FORWARD-BACKWARD ALGORITHM
128483,EQUIPMENT HEALTH DIAGNOSIS
128484,STATE DURATION
128485,SPEAKER ADAPTATION
128486,WORD RECOGNITION
128487,HMM
128488,BOUND METHODS
128489,SELF-SIMILARITY
128490,COMMUNITIES
128491,ABSTRACT ARGUMENTATION
128492,CONCEPTUAL GRAPHS
128493,PROPOSITIONAL SATISFIABILITY
128494,SAT SOLVERS
128495,RESOURCE
128496,DBPEDIA
128497,MULTIATTRIBUTE DECISION-ANALYSIS
128498,BELIEF FUNCTIONS
128499,SEMANTIC RELATEDNESS
128500,PERFORMANCE PREDICTION
128501,HARDNESS MODELS
128502,SAT
128503,PORTFOLIO
128504,KY FAN INEQUALITY
128505,INTERAURAL TIME
128506,GEOMETRIC MEANS
128507,BRAIN-STEM
128508,MAJOR END-USES
128509,RESIDENTIAL BUILDINGS
128510,MARKOV-MODELS
128511,ELECTRICITY
128512,DISAGGREGATION
128513,CASE-BASED REASONERS
128514,LEARNING ALGORITHMS
128515,CASE-BASES
128516,PARETO FRONT APPROXIMATIONS
128517,CONTROLLING DOMINANCE AREA
128518,AVERAGE RANKING
128519,NSGA-II
128520,PREFERRED EXTENSIONS
128521,EQUATIONAL APPROACH
128522,MULTIPLE ROBOTS
128523,PATH
128524,ASTERISK
128525,INTERNATIONAL PLANNING COMPETITION
128526,DLV SYSTEM
128527,SOLVERS
128528,ASP
128529,K-SUBGRAPH
128530,APPROXIMABILITY
128531,JOINT ACTION
128532,SEMANTIC MAPS
128533,PLANNER
128534,MOBILE ROBOT
128535,SIMULTANEOUS LOCALIZATION
128536,DYNAMIC DOMAINS
128537,PLAN GENERATION
128538,ACTION MODELS
128539,MAPPING SLAM
128540,INTELLIGENT
128541,CONFIGURATION-SPACES
128542,SAFE
128543,PLAN-RECOGNITION
128544,INFLUENCE DIAGRAMS
128545,BAYESIAN PLAYERS
128546,MULTIAGENT
128547,OPPONENT
128548,VOLUMES
128549,FINITE
128550,REVISION
128551,UNIX
128552,CRYSTAL-STRUCTURE
128553,GLOBULAR-PROTEINS
128554,BINDING
128555,CALCINEURIN
128556,PROTEOLYSIS
128557,REPRESSOR
128558,CUTTING STOCK PROBLEM
128559,3-DIMENSIONAL PACKING
128560,2-DIMENSIONAL SHAPES
128561,NESTING PROBLEMS
128562,BIN PACKING
128563,SITUATED ACTION
128564,REPEATED PRISONERS-DILEMMA
128565,TIT-FOR-TAT
128566,PUBLIC-GOODS EXPERIMENTS
128567,FINITE AUTOMATA PLAY
128568,EVOLUTIONARY STABILITY
128569,REPEATED GAMES
128570,INDIRECT RECIPROCITY
128571,HOMO-ECONOMICUS
128572,HETEROGENEOUS POPULATIONS
128573,LOCAL INTERACTION
128574,FACTORING ALGORITHM
128575,LOGIC GATES
128576,DATA QUALITY
128577,RETRIEVAL-SYSTEMS
128578,E-COMMERCE
128579,FOUNDATIONAL ISSUES
128580,EXPERT SYSTEM
128581,NAIVE-BAYES CLASSIFIERS
128582,DECISION TREES
128583,INSTANCE SELECTION
128584,RULE EXTRACTION
128585,DEFAULTS
128586,WIZARD
128587,COLLECTIVE ROBOTICS
128588,ANIMALS
128589,ANTS
128590,SUBSUMPTION ARCHITECTURE
128591,IMPLICIT
128592,EXPLICIT
