AcademicKeywordID,Name
140768,Ocular fundus
140769,First order derivative of Gaussian
140770,Bit plane slicing
140771,Mathematical morphology
140772,Computational stress model
140773,Stress classification
140774,Stress prediction
140775,Stress sensors
140776,Stress computational techniques
140777,Prostate gland segmentation methods
140778,TRUS images
140779,MR images
140780,CT images
140781,Depression
140782,Detrended fluctuation analysis
140783,Higuchi fractal
140784,Automatic sleep stage classification
140785,Multiclass least squares support vector machines
140786,Smoothed pseudo Wigner-Ville distribution
140787,Freezing of gait
140788,Coronary artery disease
140789,SMO
140790,Second-order difference plot
140791,95% Confidence ellipse area
140792,EEG signal classification
140793,Particle Swarm Optimization (PSO)
140794,Rough sets
140795,Feature Selection (FS)
140796,Relative Reduct
140797,Quick Reduct
140798,Magnetohydrodynamic
140799,Non-Newtonian blood
140800,Nanoparticle
140801,Least Square Method (LSM)
140802,Galerkin method (GM)
140803,Porous vessel
140804,SAS software
140805,Subdistribution hazard ratio
140806,Cumulative incidence
140807,Heat Shock Proteins
140808,J-protein
140809,PNN
140810,Optic disc
140811,Fundus image
140812,Medical image analysis
140813,Electroencephalogram (EEG)
140814,Optimum allocation
140815,Least square support vector machine (LS-SVM)
140816,Naive Bayes classifier (NB)
140817,k-Nearest neighbor algorithm (KNN)
140818,ECG-based signal processing
140819,Heartbeat classification
140820,Preprocessing
140821,Heartbeat segmentation
140822,Feature learning
140823,Computer-aided diagnosis
140824,Mammography
140825,Linear features
140826,Nonlinear features
140827,3D image segmentation
140828,Computer-aided detection systems
140829,Lung cancer
140830,Pulmonary nodules
140831,CT brain images
140832,3D CNN
140833,KAZE
140834,Sleep stage classification
140835,Random forest classifier
140836,Physiological signals
140837,RUSBoost
140838,EEMD
140839,Statistical features
140840,Electrocardiogram
140841,Electromyogram
140842,Electrooculogram
140843,Multi-model ensemble
140844,Cancer prediction
140845,Blood vessels
140846,penalty approach
140847,niching
140848,inequality constraints
140849,equality constraints
140850,real-parameter GAs
140851,evolution strategy
140852,simulated binary crossover
140853,distributed memory architecture
140854,multifrontal direct methods
140855,extended finite-element method
140856,material interface
140857,elastic inclusion
140858,generalized finite element method
140859,hybrid
140860,numerical integration
140861,adaptive quadrature
140862,handbook functions
140863,coupled systems
140864,multiphysics
140865,partitioned analysis
140866,staggered solution
140867,constraint handling
140868,evolutionary optimization
140869,random diffusion
140870,optimal shape parameters
140871,stress analysis
140872,level set models
140873,implicit moving boundary
140874,surface of discontinuity
140875,X-FEM
140876,spurious wave reflection
140877,discontinuities
140878,solid mechanics
140879,computational homogenization
140880,higher-order constitutive modelling
140881,second gradient continuum
140882,size effects
140883,particle methods
140884,EFG
140885,fluid dynamics
140886,boundary layers
140887,internal layers
140888,geometry
140889,h-refinement
140890,p-refinement
140891,k-refinement
140892,continuous design variables
140893,mathematical function minimization
140894,structural engineering optimization
140895,partitioned algorithms
140896,blood flow simulation
140897,Riemann-Liouville integrals
140898,Caputo derivatives
140899,Caputo differential equations
140900,Mittag-Leffler function
140901,isogeometric analysis
140902,structural vibrations
140903,invariant frequency spectra
140904,nonlinear parameterization
140905,rotationless bending elements
140906,mass matrices
140907,projection methods
140908,fractional step methods
140909,incompressibility
140910,spectral approximations
140911,pressure
140912,coupled multidomain method
140913,finite element
140914,fluid-solid interaction
140915,three-dimensional
140916,direct search methods
140917,handling design uncertainties
140918,mathematical programming
140919,noisy optimization
140920,robust design
140921,robust optimization
140922,variational multiscale methods
140923,large eddy simulation
140924,turbulence modeling
140925,optimality
140926,small-scale Green's function
140927,perturbation series
140928,incompressible flows
140929,homogeneous isotropic turbulence
140930,turbulent channel flows
140931,cohesive crack model
140932,k-method
140933,p-method
140934,structural eigenvalue problems
140935,singularities
140936,Phase-field
140937,Cahn-Hilliard
140938,Steady state solutions
140939,Isoperimetric problem
140940,shape optimal design
140941,Robust design optimization
140942,curvature smoothing
140943,smooth finite element method
140944,SFEM
140945,locking-free
140946,distorted meshes
140947,Stochastic processes and fields
140948,Stochastic finite elements
140949,Stochastic partial differential equations
140950,Solution techniques
140951,Isogeometric
140952,Rotation-free
140953,Kirchhoff-Love
140954,Conical shells
140955,Differential quadrature
140956,GDQ method
140957,Arbitrary Lagrangian-Eulerian (ALE)
140958,formulation
140959,Cardiovascular modeling
140960,Hyperelastic solids
140961,Incompressible fluids
140962,Left ventricular assist devices
140963,Mesh movement
140964,Moving domains
140965,Oscillatory shear index
140966,FEA
140967,PB-splines
140968,Phase fields
140969,Gradient-type damage
140970,Incremental variational principles
140971,Coupled multi-field problem
140972,User-defined elements
140973,Polyaystal
140974,Voronoi tessellation
140975,Crystal plasticity
140976,Remeshing
140977,T-meshes
140978,Thin shell
140979,Hierarchical B-splines
140980,Fracture mechanics
140981,Adaptive refinement
140982,Hierarchical refinement
140983,Adaptivity with NURBS
140984,Immersed boundary analysis
140985,Finite cell method
140986,T-spline CAD surfaces
140987,Bezier extraction
140988,Boundary Element Method
140989,Boundary elements
140990,Design-through-analysis
140991,Isogeometric collocation methods
140992,Hierarchical refinement of NURBS
140993,Weighted collocation
140994,Reduced quadrature
140995,Local adaptivity
140996,Composite
140997,First order shear deformation theory
140998,Element-free
140999,kp-Ritz
141000,Isogeometric shell elements
141001,Hierarchic difference vector
141002,Hierarchic shell models
141003,Functionally graded cylindrical panel
141004,Ritz method
141005,Nonlinear deflection
141006,kp-Ritz method
141007,Higher-order models
141008,Virtual Element Method
141009,Mimetic Finite Difference
141010,Polyhedral meshes
141011,Polytopes
141012,Voronoi tessellations
141013,Ferrofluid
141014,Nanofluid
141015,Forced convection
141016,Joule heating
141017,CVFEM
141018,Brownian motion
141019,Variable magnetic field
141020,XFEM
141021,XIGA
141022,Bioprosthetic heart valve
141023,Immersogeometric analysis
141024,Weakly enforced boundary conditions
141025,Phase-field model
141026,Two independent phase fields
141027,Elasto-plastic constitutive laws
141028,Carbon nanotube reinforced functionally graded plates
141029,Elastically restrained edges
141030,Axial compression
141031,The Ritz method
141032,Bifurcation buckling
141033,Functionally graded carbon nanotube
141034,Truncated conical shell
141035,Novozhilov nonlinear shell theory
141036,Harmonic differential quadrature method
141037,Moving morphable components
141038,Topology description function
141039,Horizon variable
141040,Random point distribution
141041,Crack stability
141042,Multiple materials
141043,Material interfaces
141044,Stagnation point
141045,Thermal radiation
141046,Carbon nanotubes
141047,Melting heat transfer
141048,Range-Kutta Fehlberg scheme
141049,Carreau nanofluid
141050,Magnetohydrodynamics
141051,Zero mass condition
141052,Range-Kutta Fehlberg technique
141053,Free convection
141054,Circular wall
141055,Constant heat flux
141056,Flexoelectricity
141057,Level set
141058,B-spline elements
141059,Piezoelectricity
141060,Isogeometric analysis (IGA)
141061,Functionally graded materials (FGMs)
141062,Cellular composites
141063,Auxetic metamaterials
141064,Quasi-brittle solids
141065,Localized failure
141066,Gradient-damage model
141067,Phase-field theory
141068,ACL
141069,Constitutive law
141070,Drawer test
141071,Lachman test
141072,Ligament
141073,Stress
141074,Strain
141075,Fibrous tissue
141076,Prosthesis design
141077,Hip
141078,Interface conditions
141079,Stem stability
141080,Micro-compression
141081,Bone architecture
141082,Trabeculae
141083,Image guided failure assessment
141084,abdominal aortic aneurysm
141085,asymmetry
141086,wall thickness
141087,cerebral artery
141088,nonlinear optical microscopy
141089,constitutive modelling
141090,trabecular bone
141091,bone failure
141092,tissue
141093,continuum mechanics
141094,virtual surgery
141095,surgical robotics
141096,bone
141097,deformable model
141098,gradient vector flow
141099,cortical shell thickness
141100,finite element mesh
141101,over-determinate
141102,intraluminal thrombus
141103,FSI modelling
141104,risk of rupture
141105,peripheral stent
141106,artery bending
141107,restenosis
141108,bioengineering
141109,biomedical engineering
141110,algorithms review
141111,thresholding techniques
141112,clustering techniques
141113,female pelvic cavity
141114,computer modelling
141115,time variability
141116,parameter identification
141117,range of motion
141118,aortic valve
141119,hyperelastic
141120,transversely isotropic
141121,mesh size evaluation
141122,mesh independence analysis
141123,polyhedral
141124,tetrahedral
141125,blood flow velocity
141126,head impact
141127,traumatic brain injury (TBI)
141128,concussion
141129,sports helmets
141130,horse racing
141131,finite element modelling
141132,lumbar spine
141133,intervertebral disc
141134,mechanobiology
141135,callus healing
141136,tissue differentiation
141137,perfusion
141138,biplanar X-rays
141139,lower limb
141140,3D modelling
141141,clinical 3D measurements
141142,parametric model
141143,statistical inferences
141144,topological statistics
141145,ground reaction force
141146,kinematic trajectory analysis
141147,probabilistic finite element modelling
141148,pivot-shift test
141149,ACL reconstruction
141150,acceleration
141151,knee stability
141152,knee kinematics
141153,strain-energy function
141154,elastin
141155,collagen
141156,dissection
141157,ultrasonography
141158,medial gastrocnemius
141159,affine flow
141160,muscle fascicle tracking
141161,cartilage
141162,collagen fibre
141163,biphasic
141164,homogenisation
141165,knee
141166,multibody
141167,contact mechanics
141168,finite element analyses
141169,heart rate
141170,diabetes
141171,recurrence plot
141172,Poincare geometry
141173,image alignment
141174,geometrical transformations
141175,peristaltic flow
141176,generalised Oldroyd-B fluids
141177,slip condition
141178,homotopy analysis method
141179,biophysics
141180,subject-specific finite element knee model
141181,knee joint contact mechanics
141182,osteoarthritis
141183,model validation
141184,in vitro cadaveric test
141185,lower limb malalignment
141186,patient-specific modelling
141187,transcatheter aortic valve
141188,medical computing
141189,neuromuscular
141190,musculoskeletal
141191,Mooney-Rivlin
141192,stress-strain definition
141193,umbilical vein
141194,pelvis
141195,gait simulations
141196,musculoskeletal model
141197,muscle force sensitivity
141198,hip load variation
141199,joint axes uncertainty
141200,human motion
141201,intraocular pressure
141202,ocular biomechanics
141203,Tonometry
141204,Corvis ST
141205,cornea
141206,preterm delivery
141207,preterm birth
141208,short cervix
141209,cervical tissue
141210,Cardiac mechanics
141211,myocardium
141212,viscoelasticity
141213,orthotropy
141214,collagen fiber dispersion
141215,traumatic brain injury
141216,mesh sensitivity analysis
141217,Gait analysis
141218,OpenSim
141219,kinematics
141220,inverse dynamics
141221,Knee osteoarthritis
141222,soft tissue artefact
141223,multi-body optimisation
141224,stereo-radiography
141225,Phase contrast MRI
141226,computational hemodynamics
141227,thoracic aorta
141228,uncertainty propagation
141229,Electrophysiology
141230,cardiac toxicity
141231,torsades de pointes
141232,early afterdepolarizations
141233,human neck models
141234,finite element model
141235,multi-body model
141236,coupling procedure
141237,long duration undulate acceleration
141238,Multiscale entropy
141239,sample entropy
141240,complexity of movement
141241,motor control maturation
141242,Sagittal split ramus osteotomy (SSRO)
141243,temporomandibular joint (TMJ)
141244,temporomandibular disorder (TMD)
141245,stress distribution
141246,graph structure
141247,Web measurement
141248,evaluate
141249,audit
141250,test bed
141251,hypermedia design methodologies
141252,design tools
141253,expertise
141254,Internet search engines
141255,logfile analysis
141256,active queue management
141257,random early detection
141258,digital artefacts
141259,Mediacup
141260,web presence
141261,nomadic computing
141262,location-aware computing
141263,resource discovery
141264,e-commerce transactions
141265,networking layer
141266,data link layer
141267,error control
141268,power aware protocols
141269,keys
141270,relative keys
141271,FEC
141272,wireless links
141273,time-varying channel
141274,time-slotted system
141275,energy-efficient protocols
141276,maximum flow
141277,minimum cut
141278,feature interaction
141279,telecommunications services
141280,incompatibility
141281,smart dust
141282,target classification and tracking
141283,spatial correlation
141284,temporal correlation
141285,MAC protocol
141286,transport protocol
141287,defenses
141288,clustering methods
141289,power management and control
141290,timing synchronization
141291,location management
141292,statistical learning theory
141293,timing attack
141294,RSA
141295,Chinese remainder
141296,Montgomery reductions
141297,SSL
141298,world-wide web
141299,anomaly models
141300,next generation networks
141301,dynamic spectrum access networks
141302,spectrum sensing
141303,spectrum mobility
141304,electric system automation
141305,Internet based virtual private network
141306,power line communication
141307,satellite communication
141308,peer-to-peer network
141309,distributed hash table
141310,consistent hashing
141311,scalable distributed data structure
141312,vector model
141313,dependability
141314,torus
141315,butterfly network
141316,skip graph
141317,Plaxton tree
141318,de Bruijn graph
141319,multimedia communications
141320,distributed smart cameras
141321,video sensor networks
141322,energy-aware protocol design
141323,cross-layer protocol design
141324,AOA
141325,RSS
141326,TDOA
141327,statistical anomaly detection
141328,delay tolerant networks
141329,disruption tolerant networks
141330,epidemic routing
141331,sensor network services
141332,sensor network deployment
141333,nanonetworks
141334,nanocommunication
141335,molecular communication
141336,discrete optimization
141337,service and resource discovery
141338,types of clustering
141339,kademlia
141340,pastry
141341,napster
141342,chord
141343,Gnutella
141344,viceroy
141345,CAN
141346,KaZaA
141347,FastTrack
141348,eDonkey
141349,freenet
141350,BitTorrent
141351,bootstrapping
141352,resource constrained networks
141353,heterogeneous networks
141354,UPnP
141355,SLP
141356,salutation
141357,bonjour
141358,jini
141359,Secure data aggregation
141360,Measurement study
141361,Routing and wavelength assignment (RWA)
141362,Physical-layer impairments
141363,Impairment constrained RWA
141364,Impairment aware RWA
141365,Impairment constraint-based routing
141366,Optical network planning
141367,RFID systems
141368,Pervasive healthcare
141369,Care for elderly
141370,Children and chronically ill
141371,Next-generation Internet architecture
141372,Communication network
141373,Future Internet resilience
141374,Disruption tolerance
141375,Performability
141376,Critical infrastructure
141377,Defence
141378,Defense
141379,Remediation
141380,Restoration
141381,Diagnosis
141382,Power communications
141383,Communication networks
141384,Communication protocols
141385,Grid standards
141386,Wireless network architecture
141387,QoS challenges
141388,QoS perspectives
141389,QoS mechanisms
141390,Priority assignment
141391,Service differentiation mechanisms
141392,MAC layer
141393,QoS-aware MAC protocols
141394,Pagerank.
141395,Smart grid communications network
141396,HANs
141397,NANs
141398,WANs
141399,Network workload
141400,Synthetic network traffic
141401,Cyber security
141402,Attacks and countermeasures
141403,Distributed Architectures
141404,Cloud monitoring
141405,Cloud measurements
141406,SLA monitoring
141407,Cloud resource monitoring
141408,Cloud monitoring metrics
141409,Cloud monitoring platforms
141410,In-network cache
141411,Cache coordination
141412,Cache decision
141413,Object availability
141414,Traffic management
141415,GENI
141416,Next generation networking
141417,Future Internet testbeds
141418,Distributed cloud computing
141419,Redundancy
141420,Retransmission
141421,DDoS mitigation
141422,5G wireless system
141423,Wireless software-defined networks
141424,Network function cloudification
141425,Software-defined traffic engineering
141426,Industry 4.0
141427,Smart factory
141428,ECG monitoring
141429,IoT-driven healthcare
141430,Cloud-assisted system
141431,Signal watermarking
141432,Healthcare Industrial Internet of Things (HealthIIoT)
141433,Urban Planning
141434,Wireless software-defined network (WSDN)
141435,Network function virtualization (NFV)
141436,Millimeter wave
141437,Heterogeneous networks (HetNets)
141438,Device-to-device communications (D2D)
141439,Green communications
141440,Radio access techniques
141441,WBAN
141442,AVISPA
141443,Software-Defined Network
141444,Openfiow
141445,Virtual network function
141446,Software defined networking
141447,Network softwarization
141448,Multi-strip data gathering
141449,Lifetime maximization
141450,Low-duty-cycle
141451,Minimum-delay
141452,nonlinear analysis
141453,RC walls
141454,reinforced concrete frames
141455,soft-storey frame
141456,shake table test
141457,pushover analysis
141458,seismic response
141459,masonry infill
141460,aggregate interlock
141461,high-strength
141462,shear
141463,reinforced concrete column
141464,defective seismic details
141465,cyclic load test
141466,plastic hinge length
141467,impact testing
141468,drop-weight
141469,RC beams
141470,numerical modelling
141471,sequential quadratic programming
141472,cost savings
141473,reinforced concrete
141474,optimal stiffness distribution
141475,optimal member sizing
141476,RS means
141477,corbels
141478,experimental program
141479,probabilistic study
141480,safety margins
141481,high developed Monte Carlo simulation
141482,nonlinear finite element concept
141483,2D and 3D models
141484,chloride
141485,durability
141486,multi-species
141487,bond-slip
141488,damage mechanics
141489,elasto-plasticity
141490,nonlocal theory
141491,reinforcement
141492,strain localization
141493,corrosion
141494,service life
141495,extended finite elements-XFEM
141496,cohesive crack growth
141497,concrete cracking
141498,crack opening
141499,damage model
141500,strong discontinuity
141501,induced bleeding
141502,limestone powder
141503,mini-slump
141504,superplasticizer
141505,viscosity-modifying agent
141506,water/binder
141507,discrete element
141508,coupling method
141509,impacts
141510,calcium-silicate-hydrates
141511,early-age concrete
141512,logarithmic creep
141513,continuum micromechanics
141514,Laplace-Carson transformation
141515,concurrent-algorithm
141516,discrete element modeling
141517,chloride diffusivity
141518,carbonation
141519,porosity
141520,tortuosity
141521,columns
141522,confinement
141523,ductility
141524,high-strength concrete
141525,blast analysis procedure
141526,concrete arch structure
141527,preliminary analysis
141528,breach/debris analysis
141529,retrofit material analysis
141530,FRP retrofitting
141531,blast retrofit design
141532,ultrasonic pulse velocity
141533,non-destructive testing
141534,cement paste
141535,mineral admixtures
141536,hydration
141537,microstructures
141538,deep beams
141539,deflection
141540,shear strength
141541,ultra-high-performance concrete
141542,steel fibers
141543,mechanical response
141544,high velocity impact
141545,ogive-nose projectile
141546,perforation
141547,element erosion
141548,FRC-fibered reinforced concrete
141549,multiscale analysis
141550,concrete unit cell
141551,elastic properties
141552,mesoscale concrete finite element model
141553,carbon fiber
141554,cement
141555,piezoresistivity
141556,deformability
141557,flexural ductility
141558,prestressed concrete
141559,eurocode 2
141560,steel fibre reinforced concrete
141561,stirrup
141562,concrete fracture
141563,fracture process zone
141564,cohesive stress distribution
141565,nonlinear fracture models
141566,size-effect
141567,three-point bending test
141568,arch dam
141569,ambient vibration test
141570,damage scenario
141571,enhanced frequency domain decomposition
141572,stochastic subspace identification
141573,modal parameter identification
141574,operational modal analysis
141575,concrete durability
141576,chloride ions migration
141577,circulated fluidized bed combustion fly ash (cfbc fly ash)
141578,pore structure
141579,MIP
141580,nitrogen adsorption
141581,computer model
141582,transfer length
141583,prestressing strand
141584,size effect
141585,Kani's Valley
141586,high strength self compacting concrete
141587,fibre-reinforced self-compacting concrete
141588,self-compacting concrete
141589,crack control
141590,flexural cracking
141591,bond shear stress
141592,time-dependent
141593,delamination fractures
141594,failure
141595,inclined edge notches
141596,concrete like specimens
141597,indirect shear loading
141598,shear-fracture behavior
141599,concrete structure
141600,chloride ingress
141601,section fiber model
141602,strain state
141603,external loadings
141604,post-fire
141605,fracture toughness
141606,bi-linear
141607,softening curve
141608,double-K fracture model
141609,fibre-added concrete
141610,hybrid fibre
141611,compressive
141612,non-destructive test
141613,concrete column
141614,SWCNTs
141615,DQM
141616,foundation
141617,deformation measurement
141618,modes of failure
141619,terrestrial laser scanning
141620,bridge area
141621,jointed specimen
141622,flexural strength
141623,splitting tensile strength
141624,vibration of concrete beam
141625,agglomerated SiO2 nanoparticles
141626,Pasternak medium
141627,Mori-Tanaka model
141628,concrete pipe
141629,fluid
141630,critical fluid velocity
141631,UHPC
141632,ATENA-3D
141633,fmite element model
141634,confinement effect
141635,concrete filled steel tube
141636,steel fiber
141637,physical properties
141638,mechanical properties
141639,Schmidt rebound hammer
141640,structural health monitoring
141641,concrete mix design
141642,vibration and instability
141643,FG-CNTRC pipe
141644,hot fluid
141645,orthotropic visco-elastomeric medium
141646,temperature-dependent
141647,micro-crack
141648,thermal stress
141649,geopolymer
141650,Supervised Committee Fuzzy Logic (SCFL)
141651,weed detection
141652,weed mapping
141653,patch spraying
141654,automatic guidance
141655,agriculture
141656,vehicle guidance
141657,yield maps
141658,spatial trend maps
141659,temporal stability maps
141660,classified management maps
141661,gross margin maps
141662,GNSS
141663,agricultural vehicles
141664,time domain reflectometry
141665,water content
141666,electrical conductivity
141667,soil
141668,precision agriculture
141669,soil electrical conductivity
141670,electromagnetic induction
141671,topsoil depth
141672,EM38
141673,soil organic matter
141674,soil moisture
141675,spectrophotometry
141676,precision farming
141677,mapping approach
141678,sensor approach
141679,environmental impact
141680,virtual land consolidation
141681,site-specific crop management
141682,lidar
141683,forest inventory and analysis
141684,tree height
141685,digital elevation model
141686,variable window size
141687,environmental modeling
141688,geographical information systems
141689,insolation
141690,solar radiation maps
141691,temperature maps
141692,multispectral
141693,hyperspectral
141694,satellite remote sensing
141695,leaf area
141696,geospatial technology
141697,precision viticulture
141698,row crop
141699,cereals
141700,machine vision
141701,crop row detection
141702,decision tree
141703,corn
141704,nitrogen
141705,weeds
141706,greenhouses
141707,environmental control
141708,psychrometrics
141709,feedback linearization
141710,feedforward decoupling
141711,soil sensors
141712,mapping soil properties
141713,unmanned aerial vehicle
141714,Pathfinder-Plus UAV
141715,multispectral imaging
141716,local area network
141717,ripeness monitoring
141718,fertigation
141719,coffee
141720,self-organizing systems
141721,plant diseases
141722,thermography
141723,apples
141724,yields
141725,diameters
141726,salinity
141727,ECa
141728,site-specific management units
141729,spatial variability
141730,soil quality
141731,apparent (effective) electrical conductivity
141732,soil salinity
141733,Veris 3100
141734,spatial heterogeneity
141735,spatial prediction
141736,geostatistics
141737,soil properties
141738,cross-validation
141739,Elliptic Fourier
141740,discriminant analysis
141741,leaves
141742,shape features
141743,cucumbers
141744,bruises
141745,hyperspectral imaging
141746,near-infrared
141747,drying
141748,management zones
141749,soil electrical conductivity (EC)
141750,saline land
141751,indicator kriging
141752,PLSDA
141753,weed recognition
141754,pest management
141755,color images
141756,plant
141757,residue
141758,vegetation index
141759,irrigation scheduling
141760,cotton
141761,variable rate irrigation
141762,nutrient management
141763,canopy sensors
141764,Agro-environmental measures
141765,Conservation agriculture
141766,Crop inventory
141767,Multispectral and pan-sharpened imagery
141768,Horticulture
141769,Semi-passive RFID
141770,Temperature monitoring
141771,Food transportation
141772,Aphids
141773,Mealybug
141774,Insect feeding
141775,Hemiptera
141776,Electrical penetration graphs
141777,Imaging techniques
141778,Spectroscopy
141779,Volatile profiling
141780,GC-MS
141781,Hyperspectral reflectance
141782,Vegetation indices
141783,Automatic non-linear classification
141784,Early detection
141785,Cercospora beticola
141786,Uromyces betae
141787,Erysiphe betae
141788,Sugar beet
141789,Specialty crop
141790,Data redundancy
141791,Partial least squares regression
141792,Principal component regression
141793,Stepwise multiple linear regression
141794,Canopy chlorophyll content
141795,Noise sensitivity
141796,Computational fluid dynamics (CFD)
141797,Microalgae
141798,Photobioreactors
141799,Fusarium culmorum
141800,Head blight index
141801,Plant disease
141802,Non-invasive technique
141803,Spectral Angle Mapper
141804,Animal identification
141805,Food traceability
141806,Cold chain
141807,Video-surveillance
141808,Cropland Data Layer
141809,Land cover
141810,Spatial-temporal analysis
141811,Geospatial raster database
141812,Web geoprocessing service
141813,On-demand statistics
141814,Depth camera
141815,3D measurements
141816,Plants
141817,High-throughput phenotyping
141818,LIDAR
141819,Ultrasonic sensors
141820,Variable application
141821,3D plant modeling
141822,3D tree modelling
141823,Wood volume
141824,Forestry
141825,Geographical Information Systems
141826,Multi-criteria decision analysis
141827,Agricultural land use suitability
141828,Yusufeli
141829,Citrus disease
141830,Vegetation segmentation
141831,Non-thresholding
141832,Natural light condition
141833,Leaf area index
141834,LAI-2000
141835,AccuPAR
141836,app
141837,Mosaicked image
141838,Digital camera
141839,Early site-specific weed mapping (ESSWM)
141840,Visible vegetation indices
141841,Narrow row crop
141842,Visual servo control
141843,Robotic harvesting
141844,Agricultural robotics
141845,ET0 models
141846,Heuristic data driven
141847,Iran
141848,Local application
141849,Pooled application
141850,Site selection problem
141851,Multi-criteria and Multi-attribute methods in agribusiness
141852,Site selection attributes
141853,Sensors and actuators
141854,Agriculture in India
141855,Fruit detection
141856,Fruit localization
141857,Crop-load estimation
141858,Specialty crops
141859,OBIA
141860,Unsupervised classification
141861,Segmentation parameters
141862,Serbia
141863,Colour index-based segmentation
141864,Threshold-based segmentation
141865,Learning-based segmentation
141866,Segmentation quality
141867,Plant pixels
141868,Plant extraction
141869,Automatic plant identification
141870,Leaf vein image
141871,High throughput field phenotyping
141872,Canopy reflectance
141873,Canopy temperature
141874,RGB image
141875,ICP-MS
141876,Rice
141877,Thermal sensing
141878,Reference evapotranspiration
141879,Temperature data
141880,Hargreaves model
141881,UAV remote sensing
141882,Hierarchical clustering
141883,Spatial classification
141884,Smart Fanning
141885,Recurrent Neural Networks
141886,Food systems
141887,Plant disease identification
141888,SLAM
141889,Forest operations
141890,Precision forestry
141891,DBH
141892,Land consolidation
141893,Defects in spatial structure of agricultural land
141894,Prioritization of land management activities
141895,ground movements
141896,maximum surface settlement
141897,inflection point
141898,tunnelling
141899,tunnel complex
141900,open excavation
141901,pure prediction
141902,field measurements
141903,stress path analysis
141904,rock blocks
141905,rock joints and discontinuities
141906,distinct element method
141907,homogeneity
141908,specimen generation
141909,thermo-plasticity
141910,clay
141911,experimental results
141912,preconsolidation pressure
141913,thermal strain
141914,material inhomogeneity
141915,digital image processing
141916,geometry vectorization
141917,automatic mesh generation
141918,asphalt concrete
141919,DIP-FEM
141920,creep
141921,rock
141922,constitutive model
141923,shear strength functions
141924,unsaturated granulates
141925,water-retention curve
141926,particle gradation
141927,generalized effective stress
141928,hypoplasticity
141929,soft soils
141930,kinematical models
141931,contact laws
141932,granulates
141933,rolling resistance
141934,discrete element methods
141935,sand
141936,high-cycle
141937,accumulation
141938,settlement
141939,pile-slope system
141940,limit equilibrium analysis
141941,3D numerical analysis
141942,shear strength reduction technique
141943,coupled/uncoupled analysis
141944,homogeneous slope
141945,factor of safety
141946,lateral pile load capacity
141947,statistical criteria
141948,geotechnical models
141949,soil liquefaction
141950,earthquake
141951,evolutionary programming
141952,lateral displacement
141953,pile
141954,lateral deflection
141955,3-dimensional finite element analysis
141956,slope stability analysis
141957,critical slip line
141958,limit equilibrium method
141959,strength reduction method
141960,cone penetration test
141961,liquefaction
141962,hydro-bio-mechanical modelling
141963,landfill hydraulics
141964,biodegradation
141965,waste mechanics
141966,consolidation
141967,composite cell
141968,Young modulus
141969,improvement
141970,soft clay
141971,stone column
141972,vibrocompaction
141973,Unsaturated porous media
141974,Hysteresis
141975,Coupled flow deformation
141976,Unsaturated soils
141977,Retention curve
141978,Volume dependency
141979,dilatancy
141980,elastoplastic model
141981,stress path
141982,three-dimensional stress
141983,Numerical algorithms
141984,Discrete element model
141985,Triaxial tests
141986,Micro-mechanics
141987,Monopile
141988,Offshore wind turbine
141989,Cyclic load
141990,Lateral deformation
141991,Response surface
141992,Three-dimensional slope stability
141993,Structured clay
141994,Constitutive equation
141995,Soil structure
141996,Destructuring
141997,Structured Cam Clay model
141998,Cementation
141999,Strength
142000,Constitutive relations
142001,Back analysis
142002,Bayesian analysis
142003,Probabilistic failure analysis
142004,Subset Simulation
142005,Hypothesis tests
142006,Stochastic response surface method
142007,Probabilistic collocation
142008,Correlated non-normal random variables
142009,Cemented sand
142010,Bond breakage
142011,Numerical analyses
142012,Coupled Eulerian-Lagrangian
142013,Large deformations
142014,Pile jacking
142015,Ship grounding
142016,Strip footing benchmark
142017,Underground excavation
142018,Tunnel
142019,FORM
142020,SORM
142021,Numerical manifold method
142022,Partition of unity method
142023,Crack initiation criterion
142024,Stress intensity factor
142025,Tensile wing crack
142026,Secondary crack
142027,Surface flaw
142028,Mode III fracture
142029,Three-dimensional model
142030,Wing cracks
142031,Compressibility
142032,Bonding/debonding effects
142033,Effective degree of saturation
142034,Bishop effective stress
142035,Hydraulic hysteresis
142036,Hydro-mechanical interaction
142037,Slope reliability
142038,2-D spatial variation
142039,Autocorrelation distance
142040,Phase transformation
142041,Critical state
142042,Fabric evolution
142043,Rock mass strength
142044,Rock mass deformation modulus
142045,Failure mode
142046,Synthetic rock mass modelling
142047,PFC3D
142048,Geotechnical structures
142049,Slope
142050,Retaining wall
142051,Probability of failure
142052,Copula
142053,Direct shear test
142054,Rock joint
142055,Particle flow code
142056,Bonded particle model
142057,Smooth joint model
142058,Ballast
142059,Geogrids
142060,Longwall mining
142061,Soil-pile-structure interaction
142062,Shaking table test
142063,FLAC3D
142064,Laminar soil container
142065,Frictional piles
142066,Floating piles
142067,Energy piles
142068,THM analysis
142069,Ground heat storage
142070,Pile foundation
142071,Fracture network
142072,Permeability
142073,Geometric distribution
142074,Saturated soil
142075,Dynamic coupled analysis
142076,River levees
142077,System reliability analysis
142078,Computer experiments
142079,Pumping test
142080,Analytical method
142081,Hydrogeological parameters
142082,Governing equation
142083,Cubic law
142084,Random number
142085,Numerical
142086,Hydraulic
142087,Fracturing
142088,Random finite element method
142089,Response conditioning method
